Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rssi,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7
1737285480.5410855,12987,1737285480,535680064,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285480.6403968,12988,1737285480,634681344,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285480.742831,12989,1737285480,734681088,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285480.8418648,12990,1737285480,834682112,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285480.9452815,12991,1737285480,934682112,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.041922,12992,1737285481,34682880,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.1407888,12993,1737285481,134682624,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.2423518,12994,1737285481,234683392,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.3425493,12995,1737285481,334683136,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.4422915,12996,1737285481,434684160,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.5441377,12997,1737285481,534683904,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.6431136,12998,1737285481,634684928,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.7467878,12999,1737285481,734686208,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.8424466,13000,1737285481,834687232,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285481.9466286,13001,1737285481,934687232,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.0415475,13002,1737285482,34688512,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.1431718,13003,1737285482,134688512,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.2411861,13004,1737285482,234688512,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.349363,13005,1737285482,335688512,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.4400465,13006,1737285482,434688256,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.5409126,13007,1737285482,534688256,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.6407442,13008,1737285482,634688000,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.7427561,13009,1737285482,735687744,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.852806,13010,1737285482,834687488,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285482.9393983,13011,1737285482,934688768,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285483.0389261,13012,1737285483,34688768,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285483.1412766,13013,1737285483,134688768,,255,1502,1500,1000,1501,1000,1000,1000,1000
