"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info","frame.number","frame.len","frame.protocols","wlan.duration","wlan.ra","wlan.ta","wlan.da","wlan.sa","wlan.bssid","wlan.frag","wlan.seq","wlan.fc.type","wlan.fc.subtype","wlan.bssid_resolved","llc.type","ip.hdr_len","ip.len","udp.lenght","data.len","ip.id","ip.flags","ip.ttl","ip.proto","ip.src","ip.dst","tcp.srcport","tcp.dstport","tcp.seq_raw","tcp.ack_raw","tcp.hdr_len","tcp.flags","tcp.window_size","tcp.options","udp.srcport","udp.dstport","data.data","time_since_last_packet","Frame length stored into the capture file","Destination","Address","Data rate (Mb/s)","Source","Antenna signal","PHY type","Channel","Frequency","SSID","Maximum Transmit Power Level"
"11","2024-10-20 10:50:40.933246","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","11","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.009114000","10","","","","","","","","","",""
"12","2024-10-20 10:50:40.936184","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","12","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.002938000","10","","","","","","","","","",""
"13","2024-10-20 10:50:41.116995","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","13","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.180811000","10","","","","","","","","","",""
"14","2024-10-20 10:50:41.387132","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","14","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.270137000","10","","","","","","","","","",""
"15","2024-10-20 10:50:41.389002","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","15","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.001870000","10","","","","","","","","","",""
"16","2024-10-20 10:50:42.323830","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","16","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.934828000","10","","","","","","","","","",""
"17","2024-10-20 10:50:42.324982","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","17","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.001152000","10","","","","","","","","","",""
"18","2024-10-20 10:50:44.419850","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","18","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","2.094868000","10","","","","","","","","","",""
"19","2024-10-20 10:50:44.931032","","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","10","","Acknowledgement, Flags=........","19","10","wlan","0","RaspberryPiT_a4:f8:e5","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.511182000","10","","","","","","","","","",""
"20","2024-10-20 10:50:44.977033","","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","10","","Acknowledgement, Flags=........","20","10","wlan","0","RaspberryPiT_a4:f8:e5","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.046001000","10","","","","","","","","","",""
"21","2024-10-20 10:50:45.293916","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","21","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.316883000","10","","","","","","","","","",""
"22","2024-10-20 10:50:46.295185","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","22","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","1.001269000","10","","","","","","","","","",""
"23","2024-10-20 10:50:46.299294","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","23","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.004109000","10","","","","","","","","","",""
"24","2024-10-20 10:50:48.351570","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","24","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","2.052276000","10","","","","","","","","","",""
"25","2024-10-20 10:50:48.353420","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","25","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.001850000","10","","","","","","","","","",""
"26","2024-10-20 10:50:49.039907","","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","10","","Acknowledgement, Flags=........","26","10","wlan","0","RaspberryPiT_a4:f8:e5","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.686487000","10","","","","","","","","","",""
"27","2024-10-20 10:50:49.397435","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","27","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.357528000","10","","","","","","","","","",""
"28","2024-10-20 10:50:50.295743","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","28","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.898308000","10","","","","","","","","","",""
"29","2024-10-20 10:50:50.297721","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","29","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.001978000","10","","","","","","","","","",""
"30","2024-10-20 10:50:52.292572","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=...P....","30","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","1.994851000","10","","","","","","","","","",""
"31","2024-10-20 10:50:52.309482","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=...P....","31","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.016910000","10","","","","","","","","","",""
"32","2024-10-20 10:50:52.377275","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","32","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.067793000","10","","","","","","","","","",""
"33","2024-10-20 10:50:52.385273","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","33","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.007998000","10","","","","","","","","","",""
"34","2024-10-20 10:50:52.806855","","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","10","","Acknowledgement, Flags=........","34","10","wlan","0","RaspberryPiT_a4:f8:e5","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.421582000","10","","","","","","","","","",""
"35","2024-10-20 10:50:52.980774","","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","10","","Acknowledgement, Flags=........","35","10","wlan","0","RaspberryPiT_a4:f8:e5","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.173919000","10","","","","","","","","","",""
"36","2024-10-20 10:50:53.113103","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","36","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.132329000","10","","","","","","","","","",""
"37","2024-10-20 10:50:54.380041","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","37","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","1.266938000","10","","","","","","","","","",""
"38","2024-10-20 10:50:54.404975","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","38","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.024934000","10","","","","","","","","","",""
"39","2024-10-20 10:50:54.442729","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","39","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.037754000","10","","","","","","","","","",""
"40","2024-10-20 10:50:56.295231","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","40","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","1.852502000","10","","","","","","","","","",""
"41","2024-10-20 10:50:56.297989","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","41","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.002758000","10","","","","","","","","","",""
"42","2024-10-20 10:50:56.874371","","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","10","","Acknowledgement, Flags=........","42","10","wlan","0","RaspberryPiT_a4:f8:e5","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.576382000","10","","","","","","","","","",""
"43","2024-10-20 10:50:56.919690","","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","10","","Acknowledgement, Flags=........","43","10","wlan","0","RaspberryPiT_a4:f8:e5","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.045319000","10","","","","","","","","","",""
"44","2024-10-20 10:50:56.970615","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=...P....","44","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.050925000","10","","","","","","","","","",""
"45","2024-10-20 10:50:56.973732","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=...P....","45","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.003117000","10","","","","","","","","","",""
"46","2024-10-20 10:50:56.988491","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=...P....","46","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.014759000","10","","","","","","","","","",""
"47","2024-10-20 10:50:56.995862","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=...P....","47","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.007371000","10","","","","","","","","","",""
"48","2024-10-20 10:50:57.005640","","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","10","","Acknowledgement, Flags=........","48","10","wlan","0","RaspberryPiT_a4:f8:e5","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.009778000","10","","","","","","","","","",""
"49","2024-10-20 10:50:57.054481","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","49","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.048841000","10","","","","","","","","","",""
"50","2024-10-20 10:50:57.113241","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","50","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.058760000","10","","","","","","","","","",""
"51","2024-10-20 10:50:58.322549","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","51","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","1.209308000","10","","","","","","","","","",""
"52","2024-10-20 10:50:58.324474","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","52","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.001925000","10","","","","","","","","","",""
"53","2024-10-20 10:51:00.024213","","TPLink_df:b0:0a (40:ed:00:df:b0:0a) (RA)","802.11","10","","Acknowledgement, Flags=........","53","10","wlan","0","TPLink_df:b0:0a","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","1.699739000","10","","","","","","","","","",""
"54","2024-10-20 10:51:00.027680","","TPLink_df:b0:0a (40:ed:00:df:b0:0a) (RA)","802.11","10","","Acknowledgement, Flags=........","54","10","wlan","0","TPLink_df:b0:0a","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.003467000","10","","","","","","","","","",""
"55","2024-10-20 10:51:00.294187","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","55","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.266507000","10","","","","","","","","","",""
"56","2024-10-20 10:51:00.295938","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","56","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.001751000","10","","","","","","","","","",""
"57","2024-10-20 10:51:01.113407","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","57","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.817469000","10","","","","","","","","","",""
"58","2024-10-20 10:51:01.337020","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","58","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.223613000","10","","","","","","","","","",""
"59","2024-10-20 10:51:02.345630","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","59","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","1.008610000","10","","","","","","","","","",""
"60","2024-10-20 10:51:02.348393","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","60","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.002763000","10","","","","","","","","","",""
"61","2024-10-20 10:51:02.350336","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","61","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.001943000","10","","","","","","","","","",""
"62","2024-10-20 10:51:03.115738","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","62","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.765402000","10","","","","","","","","","",""
"63","2024-10-20 10:51:04.601869","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","63","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","1.486131000","10","","","","","","","","","",""
"64","2024-10-20 10:51:04.869272","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (TA)","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","16","","Request-to-send, Flags=........","64","16","wlan","166","RaspberryPiT_6d:2d:9b","RaspberryPiT_a4:f8:e5","","","","","","Control frame","11","","","","","","","","","","","","","","","","","","","","","","","","0.267403000","16","","","","","","","","","",""
"65","2024-10-20 10:51:04.869297","","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","10","","Clear-to-send, Flags=........","65","10","wlan","122","RaspberryPiT_a4:f8:e5","","","","","","","Control frame","12","","","","","","","","","","","","","","","","","","","","","","","","0.000025000","10","","","","","","","","","",""
"66","2024-10-20 10:51:04.869309","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (TA)","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","28","","802.11 Block Ack, Flags=........","66","28","wlan","0","RaspberryPiT_a4:f8:e5","RaspberryPiT_6d:2d:9b","","","","","","Control frame","9","","","","","","","","","","","","","","","","","","","","","","","","0.000012000","28","","","","","","","","","",""
"67","2024-10-20 10:51:04.877011","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","67","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.007702000","10","","","","","","","","","",""
"68","2024-10-20 10:51:04.878613","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","68","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.001602000","10","","","","","","","","","",""
"69","2024-10-20 10:51:04.878637","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (TA)","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","16","","Request-to-send, Flags=........","69","16","wlan","154","RaspberryPiT_a4:f8:e5","RaspberryPiT_6d:2d:9b","","","","","","Control frame","11","","","","","","","","","","","","","","","","","","","","","","","","0.000024000","16","","","","","","","","","",""
"70","2024-10-20 10:51:04.878649","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Clear-to-send, Flags=........","70","10","wlan","110","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","12","","","","","","","","","","","","","","","","","","","","","","","","0.000012000","10","","","","","","","","","",""
"71","2024-10-20 10:51:04.880261","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (TA)","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (RA)","802.11","16","","Request-to-send, Flags=........","71","16","wlan","154","RaspberryPiT_a4:f8:e5","RaspberryPiT_6d:2d:9b","","","","","","Control frame","11","","","","","","","","","","","","","","","","","","","","","","","","0.001612000","16","","","","","","","","","",""
"72","2024-10-20 10:51:04.880285","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Clear-to-send, Flags=........","72","10","wlan","110","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","12","","","","","","","","","","","","","","","","","","","","","","","","0.000024000","10","","","","","","","","","",""
"73","2024-10-20 10:51:04.880296","RaspberryPiT_a4:f8:e5 (d8:3a:dd:a4:f8:e5) (TA)","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","28","","802.11 Block Ack, Flags=........","73","28","wlan","0","RaspberryPiT_6d:2d:9b","RaspberryPiT_a4:f8:e5","","","","","","Control frame","9","","","","","","","","","","","","","","","","","","","","","","","","0.000011000","28","","","","","","","","","",""
"74","2024-10-20 10:51:05.113468","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","74","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.233172000","10","","","","","","","","","",""
"75","2024-10-20 10:51:05.298183","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","75","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.184715000","10","","","","","","","","","",""
"76","2024-10-20 10:51:05.465220","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","76","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.167037000","10","","","","","","","","","",""
"77","2024-10-20 10:51:06.294776","","RaspberryPiT_6d:2d:9b (dc:a6:32:6d:2d:9b) (RA)","802.11","10","","Acknowledgement, Flags=........","77","10","wlan","0","RaspberryPiT_6d:2d:9b","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.829556000","10","","","","","","","","","",""
"78","2024-10-20 10:51:06.354172","","TpLinkTechno_19:17:c2 (7c:8b:ca:19:17:c2) (RA)","802.11","10","","Acknowledgement, Flags=........","78","10","wlan","0","TpLinkTechno_19:17:c2","","","","","","","Control frame","13","","","","","","","","","","","","","","","","","","","","","","","","0.059396000","10","","","","","","","","","",""
