Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,remote_timestamp_ns,observed_offset_ns,estimated_offset_ns,round_trip_time_ms
1729403433.4441123,6537,1729403433,443566799,,698342156000,1729402735099156771,1729402735099429376,4.4919819831848145
1729403433.5440562,6538,1729403433,543555892,,698442177000,1729402735099125817,1729402735099426816,4.491759777069092
1729403433.6441267,6539,1729403433,643587133,,698542171000,1729402735099155901,1729402735099424256,4.503889083862305
1729403433.7440443,6540,1729403433,743586725,,698641317000,1729402735100004216,1729402735099424256,4.516833782196045
1729403433.844234,6541,1729403433,843632818,,698741188000,1729402735100162373,1729402735099424768,4.549148082733154
1729403433.9443414,6542,1729403433,943630762,,698841520000,1729402735099824901,1729402735099424256,4.555704116821289
1729403434.0453832,6543,1729403434,44646132,,698942174000,1729402735099712345,1729402735099423488,5.506425857543945
1729403434.144232,6544,1729403434,143661540,,699041311000,1729402735100049734,1729402735099423744,4.585702896118164
1729403434.2442923,6545,1729403434,243673873,,699142256000,1729402735099112021,1729402735099421184,4.596185207366943
1729403434.344389,6546,1729403434,343691317,,699241334000,1729402735100042428,1729402735099421184,4.613444805145264
1729403434.4443314,6547,1729403434,443710595,,699342142000,1729402735099245928,1729402735099418880,4.628647804260254
1729403434.5443027,6548,1729403434,543709040,,699442183000,1729402735099228724,1729402735099416576,4.579852104187012
1729403434.644407,6549,1729403434,643728447,,699542162000,1729402735099234132,1729402735099414272,4.6491851806640625
1729403434.744312,6550,1729403434,743748669,,699642182000,1729402735099225234,1729402735099411968,4.666814804077148
1729403434.8444467,6551,1729403434,843759150,,699742151000,1729402735099261280,1729402735099409664,4.67777681350708
1729403434.9445045,6552,1729403434,943784169,,699841298000,1729402735100126280,1729402735099409920,4.703980922698975
1729403435.0444982,6553,1729403435,43786058,,699942255000,1729402735099178863,1729402735099407360,4.690036773681641
1729403435.1445055,6554,1729403435,143806484,,700042168000,1729402735099266798,1729402735099405056,4.7280192375183105
1729403435.2444198,6555,1729403435,243815650,,700141339000,1729402735100102410,1729402735099405312,4.731258869171143
1729403435.3445356,6556,1729403435,343825298,,700241706000,1729402735099737354,1729402735099404544,4.748371124267578
1729403435.444601,6557,1729403435,443845595,,700341169000,1729402735100284279,1729402735099405312,4.767851829528809
1729403435.544624,6558,1729403435,543859391,,700442159000,1729402735099333122,1729402735099403520,4.721833229064941
1729403435.644592,6559,1729403435,643881224,,700542161000,1729402735099314539,1729402735099401728,4.796370983123779
1729403435.744468,6560,1729403435,743892946,,700642178000,1729402735099301557,1729402735099399936,4.811554908752441
1729403435.8444557,6561,1729403435,843898280,,700741180000,1729402735100301465,1729402735099401216,4.818202972412109
1729403435.944614,6562,1729403435,943906391,,700841267000,1729402735100217159,1729402735099402240,4.828518867492676
1729403436.0446756,6563,1729403436,43929335,,700942184000,1729402735099320437,1729402735099400448,4.832554817199707
1729403436.1446095,6564,1729403436,143934761,,701041322000,1729402735100174751,1729402735099401216,4.8592400550842285
1729403436.2445662,6565,1729403436,243941502,,701142114000,1729402735099382798,1729402735099399680,4.873703956604004
1729403436.3444936,6566,1729403436,343958464,,701241296000,1729402735100211992,1729402735099400448,4.885630130767822
1729403436.4445248,6567,1729403436,443966983,,701341253000,1729402735100261779,1729402735099401472,4.887073993682861
1729403436.5446675,6568,1729403436,544007724,,701441299000,1729402735100265362,1729402735099402496,4.873332977294922
1729403436.644651,6569,1729403436,644018520,,701542254000,1729402735099291659,1729402735099400704,4.9296112060546875
1729403436.7445982,6570,1729403436,744021094,,701641290000,1729402735100249010,1729402735099401728,4.94785213470459
1729403436.8446195,6571,1729403436,844032260,,701741275000,1729402735100268547,1729402735099402752,4.961814880371094
1729403436.9447496,6572,1729403436,944043631,,701842255000,1729402735099293473,1729402735099400960,4.973999977111816
1729403437.0446622,6573,1729403437,44055057,,701941462000,1729402735100108908,1729402735099401472,4.951796054840088
1729403437.1445765,6574,1729403437,144068631,,702041311000,1729402735100251862,1729402735099402496,4.9949259757995605
1729403437.244687,6575,1729403437,244097649,,702142158000,1729402735099423788,1729402735099400960,5.013871192932129
1729403437.3446734,6576,1729403437,344099427,,702241251000,1729402735100326899,1729402735099402240,5.026963233947754
1729403437.4447484,6577,1729403437,444140001,,702341324000,1729402735100277584,1729402735099403264,5.061130046844482
1729403437.5448856,6578,1729403437,544187093,,702441299000,1729402735100343260,1729402735099404544,5.073629856109619
1729403437.6447341,6579,1729403437,644158741,,702542178000,1729402735099428204,1729402735099403008,5.088481903076172
1729403437.7448993,6580,1729403437,744178408,,702641425000,1729402735100193204,1729402735099403776,5.104074001312256
1729403437.8449166,6581,1729403437,844185445,,702741269000,1729402735100350908,1729402735099405056,5.113574028015137
1729403437.9447725,6582,1729403437,944185278,,702841369000,1729402735100248861,1729402735099406080,5.118721961975098
1729403438.0466506,6583,1729403438,46175686,,702943865000,1729402735098780769,1729402735099402752,7.048184871673584
1729403438.1447694,6584,1729403438,144228926,,703041307000,1729402735100337556,1729402735099404032,5.1519999504089355
1729403438.2449713,6585,1729403438,244246093,,703141268000,1729402735100386380,1729402735099405568,5.167222023010254
1729403438.3447974,6586,1729403438,344247222,,703242188000,1729402735099465435,1729402735099404288,5.171907901763916
1729403438.445029,6587,1729403438,444277185,,703341294000,1729402735100374444,1729402735099405568,5.200537204742432
1729403438.5448465,6588,1729403438,544290389,,703441423000,1729402735100283185,1729402735099406592,5.150481224060059
1729403438.645013,6589,1729403438,644299556,,703542253000,1729402735099430778,1729402735099405056,5.213184833526611
1729403438.7438548,6590,1729403438,743317000,,703641322000,1729402735099873602,1729402735099404800,4.226685047149658
1729403438.8439226,6591,1729403438,843325852,,703741314000,1729402735099882870,1729402735099404800,4.242796897888184
1729403438.9439683,6592,1729403438,943345000,,703841296000,1729402735099909703,1729402735099404800,4.262389183044434
1729403439.044953,6593,1729403439,44350759,,703942270000,1729402735099489907,1729402735099403520,5.17025899887085
1729403439.1439636,6594,1729403439,143374111,,704041346000,1729402735099871111,1729402735099403264,4.297889232635498
1729403439.244164,6595,1729403439,243391278,,704141189000,1729402735100039574,1729402735099403520,4.309185028076172
1729403439.3450043,6596,1729403439,344401722,,704241274000,1729402735100454351,1729402735099405056,5.330092906951904
1729403439.4441693,6597,1729403439,443406148,,704342262000,1729402735098971536,1729402735099402240,4.328351974487305
1729403439.5441592,6598,1729403439,543434722,,704441328000,1729402735099923129,1729402735099402240,4.350241184234619
1729403439.64409,6599,1729403439,643442259,,704541303000,1729402735099948619,1729402735099402240,4.363241195678711
1729403439.7442207,6600,1729403439,743454888,,704641440000,1729402735099816434,1729402735099401984,4.380981922149658
1729403439.8441138,6601,1729403439,843473536,,704741281000,1729402735099983083,1729402735099402240,4.402574062347412
1729403439.9440165,6602,1729403439,943492314,,704841265000,1729402735100011675,1729402735099402496,4.415778160095215
1729403440.0452223,6603,1729403440,44499129,,704941265000,1729402735100535823,1729402735099404288,5.3797221183776855
1729403440.1442382,6604,1729403440,143515370,,705041283000,1729402735100005749,1729402735099404544,4.436426162719727
1729403440.2442682,6605,1729403440,243531314,,705141196000,1729402735100104638,1729402735099405056,4.444499969482422
1729403440.3442535,6606,1729403440,343537795,,705241879000,1729402735099420008,1729402735099403520,4.4618330001831055
1729403440.4443161,6607,1729403440,443555814,,705341913000,1729402735099399249,1729402735099401984,4.469202995300293
1729403440.5441837,6608,1729403440,543577129,,705441884000,1729402735099462554,1729402735099400704,4.447240829467773
1729403440.644316,6609,1729403440,643583703,,705541893000,1729402735099433786,1729402735099399168,4.495573997497559
1729403440.744198,6610,1729403440,743606443,,705641870000,1729402735099467276,1729402735099397888,4.522295951843262
1729403440.8442276,6611,1729403440,843622999,,705741840000,1729402735099507332,1729402735099396608,4.5329999923706055
